1000
1	13		359		9	0	0	1	7
2	19		131		3	0	0	0	3
3	28		76		4	2	0	1	5
4	34		129		1	0	2	1	2
5	40		159		0	0	1	0	1
6	40		167		0	6	3	1	6
7	41		295		1	0	0	0	0
8	42		157		0	3	0	0	2
9	43		221		0	1	0	0	0
10	45		84		1	2	0	0	1
11	45		312		0	1	0	2	2
12	46		228		0	0	2	2	3
13	46		349		1	0	0	0	0
14	47		126		0	2	0	0	3
15	47		143		0	1	0	0	1
16	50		269		2	0	0	0	0
17	51		108		1	1	0	0	2
18	52		168		1	0	1	2	3
19	52		229		0	0	1	0	1
20	53		258		0	1	0	0	1
21	54		85		0	0	1	0	0
22	54		154		1	0	2	0	3
23	55		262		2	0	0	0	2
24	56		203		1	1	1	1	5
25	56		303		2	0	0	0	0
26	58		339		1	1	0	0	2
27	59		265		1	0	1	0	1
28	59		294		1	1	0	0	1
29	60		156		2	0	0	0	3
30	60		166		5	5	0	0	7
31	60		305		0	1	0	0	1
32	61		271		0	19	0	0	14
33	62		236		2	0	0	0	2
34	63		213		3	6	0	1	7
35	64		212		1	0	0	1	2
36	64		325		0	0	4	0	1
37	65		113		1	0	1	1	2
38	67		146		2	2	0	0	3
39	68		144		7	2	0	0	8
40	70		167		0	3	0	0	2
41	70		179		1	6	1	0	6
42	71		126		1	1	0	0	3
43	73		154		2	0	0	0	2
44	73		157		2	0	0	0	1
45	73		274		0	0	0	2	1
46	73		335		1	0	1	0	1
47	75		256		3	1	0	7	9
48	78		282		2	0	0	0	2
49	78		302		2	1	0	1	3
50	79		171		1	0	1	0	2
51	79		245		1	0	0	0	1
52	79		328		2	1	0	0	3
53	82		192		1	0	0	0	0
54	83		159		0	1	0	0	0
55	83		305		1	1	0	0	2
56	84		180		2	0	0	0	2
57	85		137		0	1	1	0	1
58	85		335		0	0	1	0	1
59	87		234		2	0	0	0	2
60	87		324		2	0	0	0	2
61	88		200		2	0	0	0	2
62	88		254		1	1	0	0	1
63	89		338		14	3	0	1	13
64	90		318		2	0	0	0	2
65	90		327		3	0	0	0	1
66	90		352		2	0	0	0	1
67	91		142		2	0	0	0	2
68	91		227		0	1	0	2	2
69	91		257		2	1	0	0	1
70	91		261		3	0	0	0	3
71	91		339		1	2	1	0	5
72	92		194		1	0	0	0	1
73	92		232		1	0	0	3	2
74	92		259		0	0	0	3	3
75	94		217		1	0	0	0	0
76	95		175		3	1	0	1	4
77	95		210		8	2	0	0	9
78	95		237		1	3	0	0	2
79	95		301		2	1	0	1	2
80	95		309		1	0	13	2	11
81	95		326		3	0	0	0	2
82	96		127		0	1	1	1	1
83	96		200		3	1	0	0	3
84	96		347		0	0	0	1	0
85	97		142		1	0	0	1	1
86	97		353		0	0	0	1	1
87	98		203		1	1	0	0	1
88	98		226		2	6	1	11	14
89	98		355		1	0	0	0	1
90	99		144		8	0	0	0	7
91	99		287		4	0	0	0	3
92	99		289		11	4	0	4	13
93	100		167		1	2	0	0	1
94	100		221		0	0	1	0	0
95	100		310		2	1	1	0	2
96	101		202		2	0	0	2	4
97	102		183		0	0	0	1	0
98	102		291		2	2	0	0	5
99	102		313		14	0	0	0	10
100	103		229		0	1	0	1	2
101	103		241		0	2	0	0	0
102	103		339		3	0	0	0	2
103	104		193		0	1	0	0	1
104	104		273		0	0	0	1	0
105	104		346		4	0	0	0	3
106	105		218		0	3	0	0	2
107	105		287		1	0	0	3	3
108	105		293		2	0	0	0	2
109	105		294		1	0	0	0	1
110	105		339		1	2	4	4	7
111	106		188		1	1	0	0	2
112	106		200		3	0	0	0	5
113	106		209		1	0	0	0	1
114	106		227		3	0	0	1	2
115	106		234		3	1	0	0	1
116	106		295		1	0	2	0	3
117	106		358		1	0	0	0	1
118	107		169		1	0	0	0	1
119	107		171		1	0	0	0	1
120	108		175		1	0	1	0	0
121	108		256		4	0	0	0	4
122	108		264		3	0	0	0	3
123	108		301		2	0	0	0	1
124	108		359		0	1	1	0	2
125	109		183		2	0	0	0	1
126	109		192		1	1	0	0	1
127	109		216		1	0	1	0	2
128	109		224		2	0	0	1	1
129	109		231		0	1	2	1	2
130	110		162		0	0	0	1	1
131	110		177		1	0	0	1	2
132	110		268		0	1	0	2	0
133	111		201		1	0	0	0	1
134	111		265		1	1	0	0	1
135	111		328		1	1	0	0	1
136	112		164		0	2	0	0	1
137	112		165		2	2	0	0	3
138	112		197		2	0	0	2	5
139	112		310		0	2	2	0	3
140	112		347		5	1	0	1	5
141	113		148		2	0	0	0	1
142	113		209		0	0	0	2	1
143	113		225		2	0	0	0	1
144	113		243		9	0	1	7	14
145	113		315		1	1	0	0	1
146	113		330		1	0	0	1	1
147	114		148		1	1	0	0	1
148	114		203		0	0	1	1	3
149	114		212		1	1	0	0	0
150	114		214		0	1	0	0	0
151	114		246		16	0	0	1	12
152	114		282		0	1	0	3	2
153	114		291		2	1	0	0	1
154	115		215		1	3	0	7	9
155	115		266		1	1	0	0	1
156	115		292		0	0	0	1	1
157	116		167		1	1	0	0	2
158	116		183		2	0	0	0	0
159	116		210		3	1	0	0	2
160	116		287		3	1	0	0	4
161	116		299		2	0	0	0	2
162	116		306		2	0	0	0	2
163	116		346		16	3	1	0	18
164	117		179		3	2	5	0	5
165	117		211		3	0	1	0	0
166	117		237		2	0	0	0	2
167	117		252		0	3	0	0	0
168	117		304		0	0	0	1	1
169	117		323		0	0	0	1	2
170	117		351		3	1	0	0	3
171	118		150		0	0	1	1	3
172	118		237		1	0	1	0	1
173	118		264		1	3	0	0	4
174	118		269		4	1	4	0	8
175	118		353		0	1	3	0	3
176	119		261		0	1	0	0	0
177	119		309		0	2	0	0	2
178	119		313		2	0	0	0	1
179	119		323		10	0	1	7	13
180	119		356		1	1	0	0	0
181	120		224		3	0	0	0	2
182	120		245		0	1	1	0	0
