400
1	11		231		3	0	0	0	3
2	36		159		10	0	0	0	6
3	42		173		1	0	0	0	1
4	44		296		0	1	0	1	1
5	48		317		1	3	0	0	5
6	51		278		1	1	0	0	2
7	54		177		0	1	0	0	1
8	55		314		0	1	0	1	2
9	60		277		0	2	0	0	2
10	66		224		0	1	0	0	0
11	66		294		0	1	3	0	3
12	67		163		2	0	0	0	2
13	74		170		1	1	4	4	8
14	76		116		1	0	0	0	0
15	76		231		1	0	0	0	0
16	77		128		4	0	0	0	3
17	79		202		0	0	1	0	1
18	85		336		0	1	0	3	3
19	91		324		1	0	1	0	1
20	95		293		0	1	0	0	1
21	96		200		0	0	0	1	1
22	98		149		2	1	0	1	2
23	98		213		2	0	0	0	2
24	99		134		0	1	0	0	1
25	99		349		3	0	1	0	4
26	100		238		5	0	0	1	6
27	102		209		1	0	0	0	2
28	102		350		1	1	0	0	1
29	104		218		0	0	2	0	3
30	104		350		9	4	2	0	12
31	106		146		0	1	1	0	1
32	106		311		1	0	0	1	1
33	108		171		0	0	1	0	1
34	108		182		2	10	0	0	8
35	109		139		1	0	0	0	0
36	109		200		0	2	0	0	1
37	109		275		2	0	0	0	2
38	111		184		3	0	0	0	2
39	111		338		2	0	0	0	1
40	116		146		0	1	0	0	0
41	116		260		1	0	0	2	2
42	116		294		0	0	1	0	0
43	117		241		1	2	0	0	2
44	117		247		1	2	0	3	4
45	117		254		2	2	0	0	3
46	117		330		0	0	2	2	1
47	117		355		0	0	4	0	2
48	118		206		0	1	0	1	2
49	119		289		1	0	0	0	0
50	119		343		2	1	0	0	2
51	120		160		2	0	0	0	1
52	120		171		1	0	0	1	2
53	120		229		0	0	0	1	1
54	120		238		1	3	0	0	3
55	121		268		1	1	4	1	3
56	122		165		0	1	2	0	2
57	122		338		2	0	0	0	2
58	123		296		3	0	0	0	1
59	123		350		1	1	0	0	1
60	124		318		0	2	0	0	2
61	125		261		1	13	1	0	12
62	125		265		2	0	0	0	0
63	126		175		0	0	1	0	1
64	126		191		15	1	0	3	11
65	126		206		8	7	1	3	12
