800
1	4		284		2	1	0	1	3
2	12		280		1	0	0	0	1
3	13		169		2	0	0	0	2
4	18		286		0	1	0	0	1
5	26		63		2	0	0	1	4
6	27		96		0	0	0	2	2
7	28		352		2	1	0	1	4
8	30		249		2	0	0	0	2
9	31		85		2	0	0	0	1
10	38		108		1	1	0	0	0
11	40		178		5	8	0	0	8
12	44		295		2	0	0	0	1
13	46		224		1	0	0	0	1
14	49		242		12	0	0	0	3
15	50		80		3	1	0	0	6
16	51		247		0	0	1	1	1
17	52		307		1	0	0	0	1
18	55		129		0	3	0	0	1
19	55		270		1	1	0	0	2
20	58		154		1	11	5	1	17
21	61		261		1	0	1	0	1
22	63		97		0	1	1	0	1
23	64		95		1	0	0	0	0
24	66		113		2	0	0	0	2
25	67		225		0	1	1	0	2
26	67		342		0	1	0	0	0
27	68		208		0	2	0	0	0
28	70		108		1	0	1	1	3
29	71		220		0	2	1	1	3
30	71		332		1	2	1	2	4
31	72		347		0	2	0	0	2
32	72		352		20	0	0	0	17
33	72		352		2	2	0	0	3
34	73		152		1	0	0	0	1
35	74		124		1	2	0	0	0
36	74		152		0	2	0	0	1
37	75		292		0	0	9	3	8
38	76		142		2	0	0	0	1
39	76		307		1	0	0	0	1
40	77		292		16	0	0	0	11
41	78		163		2	0	0	0	2
42	79		332		0	0	1	1	2
43	80		159		0	0	0	1	1
44	81		285		0	1	0	0	1
45	81		337		2	0	0	0	2
46	82		123		0	2	0	0	2
47	82		185		0	0	1	0	1
48	82		232		12	0	0	0	7
49	83		204		1	1	0	0	0
50	85		285		5	1	0	1	6
51	86		294		1	1	0	2	2
52	87		161		1	6	0	5	10
53	89		316		3	0	0	0	3
54	89		356		3	0	0	0	2
55	90		259		1	1	0	0	1
56	92		163		0	0	0	3	1
57	92		184		1	0	1	0	3
58	93		133		2	0	0	0	2
59	93		166		3	1	0	0	3
60	93		169		1	0	0	0	1
61	93		338		0	0	1	0	1
62	94		138		3	0	0	0	3
63	94		191		2	0	0	0	3
64	94		273		1	1	0	0	1
65	94		359		0	2	0	0	0
66	95		131		1	0	0	1	1
67	95		229		0	0	0	1	0
68	95		246		0	1	0	1	2
69	96		164		0	2	0	0	1
70	96		195		3	1	0	0	3
71	96		276		2	2	0	0	3
72	96		282		0	1	0	0	2
73	96		336		2	0	0	0	0
74	97		169		4	2	0	10	8
75	97		206		2	1	0	0	0
76	97		229		0	2	0	2	2
77	97		340		1	0	0	0	1
78	98		236		0	1	2	0	1
79	98		274		14	3	1	0	13
80	98		319		1	1	2	0	2
81	100		330		2	1	1	0	3
82	100		355		0	2	0	2	1
83	100		357		1	1	0	1	4
84	101		316		2	0	0	0	1
85	102		205		2	0	0	0	2
86	102		259		2	0	0	0	1
87	102		342		2	1	0	0	2
88	104		276		0	0	1	0	1
89	105		319		2	0	0	0	2
90	106		174		3	1	0	0	2
91	106		247		2	0	0	0	1
92	106		269		2	0	0	0	0
93	106		331		1	0	0	0	1
