200
1	20		128		1	0	0	0	1
2	25		238		9	1	1	3	7
3	45		244		2	0	0	0	2
4	57		172		0	1	0	1	2
5	58		229		2	0	0	0	1
6	64		141		0	2	0	0	3
7	67		240		1	1	0	0	1
8	68		348		7	2	0	1	6
9	69		275		1	1	0	0	3
10	73		264		1	0	0	0	0
11	74		167		5	0	0	0	5
12	78		211		0	1	0	1	1
13	83		225		2	0	0	0	1
14	84		172		2	0	0	0	2
15	90		217		1	0	1	0	1
16	90		253		1	1	0	0	2
17	93		317		0	1	0	0	2
18	96		185		0	1	1	0	1
19	97		146		3	1	0	0	3
20	97		173		2	0	0	0	3
21	97		232		1	0	0	1	3
22	99		183		3	0	0	0	1
23	100		233		1	0	0	0	1
24	101		166		4	0	0	0	4
25	102		278		2	1	0	1	3
26	102		356		11	0	3	0	11
27	103		168		10	0	0	1	9
28	108		152		2	2	0	0	3
29	108		269		2	0	0	0	1
30	116		188		1	0	0	0	0
31	117		171		1	0	0	0	0
32	118		325		1	0	0	0	1
33	119		330		2	0	0	0	1
34	121		215		1	1	0	0	1
35	123		183		3	0	0	0	3
36	123		197		2	0	0	0	1
37	123		213		0	3	0	0	2
38	124		253		1	0	0	2	2
39	124		273		2	0	0	0	1
40	124		340		4	0	0	0	4
41	126		235		0	1	0	1	2
42	126		336		2	0	0	0	2
43	129		256		0	0	1	0	2
44	130		182		3	0	0	0	3
45	132		330		0	2	0	0	1
46	133		338		1	0	1	0	0
47	133		358		1	1	0	0	0
48	134		185		1	0	0	0	1
49	135		310		6	11	0	0	9
50	136		292		1	0	0	0	0
51	136		356		0	1	0	1	0
52	139		177		1	1	0	0	1
53	139		339		11	0	0	0	9
54	140		358		1	1	0	0	2
55	142		265		3	2	0	0	4
56	142		285		1	1	0	0	1
57	143		301		2	1	1	0	3
58	146		206		4	0	0	0	5
59	146		209		13	0	0	0	8
60	146		209		2	0	0	0	2
61	146		293		4	0	0	0	1
62	148		221		2	0	0	0	2
63	148		268		1	13	1	1	12
64	149		260		0	1	0	0	1
65	151		218		1	0	1	0	1
66	151		337		14	1	0	0	10
67	152		337		1	2	0	1	1
68	153		188		2	0	0	0	1
69	153		252		2	0	0	0	2
70	153		289		3	6	0	1	7
71	154		268		1	0	0	0	1
72	155		259		0	3	1	0	4
73	156		230		0	0	0	1	0
74	157		192		2	0	0	0	1
75	157		195		0	0	1	0	2
76	158		338		1	1	0	0	0
77	159		354		12	0	0	0	11
78	160		201		7	0	0	0	3
79	160		225		1	0	1	0	2
80	161		205		1	2	0	0	3
81	161		302		4	0	0	0	2
82	161		333		1	1	1	0	2
83	162		323		1	1	0	0	2
84	163		217		3	0	0	0	2
85	163		218		0	0	1	0	1
86	163		349		4	0	0	0	3
87	163		355		2	2	0	0	2
88	166		265		0	1	0	3	2
89	166		343		4	1	0	0	2
90	169		277		0	1	0	0	1
91	172		207		2	0	0	0	2
92	172		222		1	3	0	0	3
93	172		233		0	2	1	0	1
94	173		255		1	0	0	0	2
95	173		272		2	0	0	0	2
96	174		279		1	0	0	0	1
97	176		221		0	1	0	0	0
98	176		252		0	1	0	0	1
99	178		310		1	13	4	0	11
100	182		312		10	1	0	7	13
101	183		343		0	0	0	1	1
102	185		218		0	1	0	0	1
103	186		261		2	0	1	0	4
104	186		292		2	0	0	0	1
105	186		318		0	2	0	0	2
106	186		327		1	0	0	0	0
107	188		228		2	2	0	0	4
108	188		271		0	0	1	1	2
109	191		311		4	6	0	0	8
110	191		321		1	0	1	0	0
111	193		347		0	1	0	0	1
112	194		257		1	1	0	0	1
113	197		312		1	1	0	0	2
