1000
1	7		94		2	1	1	0	5
2	19		239		2	0	0	0	2
3	22		212		1	2	0	0	3
4	22		280		2	0	0	2	4
5	27		356		1	0	0	0	0
6	30		349		0	0	1	0	0
7	36		184		1	0	1	0	3
8	38		274		4	12	2	1	11
9	38		278		1	1	0	0	2
10	41		146		2	0	0	0	2
11	41		351		1	1	0	0	2
12	42		311		2	0	0	0	0
13	42		341		3	0	1	0	3
14	43		300		1	1	0	0	0
15	44		300		1	0	1	0	3
16	47		102		0	1	0	0	0
17	49		330		3	0	0	0	4
18	51		240		2	0	2	0	2
19	51		264		1	0	0	0	1
20	52		264		4	0	0	0	2
21	52		288		2	0	0	0	2
22	52		294		5	7	0	1	12
23	53		318		4	0	2	0	6
24	54		181		2	2	0	0	2
25	54		198		0	0	0	1	1
26	54		202		0	1	0	1	1
27	55		99		0	1	0	1	0
28	56		359		15	1	3	1	15
29	57		104		1	1	1	1	2
30	62		183		0	1	0	0	1
31	65		170		0	1	0	0	1
32	65		198		1	0	0	0	0
33	66		140		2	12	0	0	10
34	66		149		3	1	0	0	3
35	66		332		8	2	2	0	10
36	67		296		1	0	0	0	2
37	68		114		0	2	0	0	1
38	68		261		1	1	9	4	9
39	69		261		1	1	0	0	1
40	70		118		1	2	0	0	2
41	70		131		2	0	0	0	0
42	70		300		0	0	2	0	0
43	72		234		1	0	0	0	1
44	74		344		2	0	0	0	2
45	75		121		1	1	0	0	0
46	75		213		14	0	2	0	10
47	75		219		4	2	0	1	5
48	75		286		3	1	0	0	2
49	75		336		3	0	0	0	3
50	76		187		3	0	0	0	2
51	76		240		1	1	0	0	1
52	76		357		0	1	0	0	1
53	77		117		0	0	0	1	0
54	77		228		0	0	0	4	4
55	79		138		1	0	0	0	1
56	79		215		2	0	0	0	2
57	79		246		8	0	6	1	15
58	79		313		4	0	0	0	1
59	81		248		2	12	0	3	11
60	81		287		1	0	0	0	1
61	81		305		2	1	1	0	1
62	81		357		2	1	0	1	3
63	82		214		0	2	0	0	2
